1, 2
2, 4
3, 0
4, 2
5, 3
6, 3
7, 5
8, 1
9, 3
10, 1
11, 4
12, 1
13, 5
14, 1
15, 0
16, 0
17, 4
18, 6
19, 2
20, 2
